frame,left_INDEX_FINGER_DIP_x,left_INDEX_FINGER_DIP_y,left_INDEX_FINGER_DIP_z,left_INDEX_FINGER_MCP_x,left_INDEX_FINGER_MCP_y,left_INDEX_FINGER_MCP_z,left_INDEX_FINGER_PIP_x,left_INDEX_FINGER_PIP_y,left_INDEX_FINGER_PIP_z,left_INDEX_FINGER_TIP_x,left_INDEX_FINGER_TIP_y,left_INDEX_FINGER_TIP_z,left_MIDDLE_FINGER_DIP_x,left_MIDDLE_FINGER_DIP_y,left_MIDDLE_FINGER_DIP_z,left_MIDDLE_FINGER_MCP_x,left_MIDDLE_FINGER_MCP_y,left_MIDDLE_FINGER_MCP_z,left_MIDDLE_FINGER_PIP_x,left_MIDDLE_FINGER_PIP_y,left_MIDDLE_FINGER_PIP_z,left_MIDDLE_FINGER_TIP_x,left_MIDDLE_FINGER_TIP_y,left_MIDDLE_FINGER_TIP_z,left_PINKY_DIP_x,left_PINKY_DIP_y,left_PINKY_DIP_z,left_PINKY_MCP_x,left_PINKY_MCP_y,left_PINKY_MCP_z,left_PINKY_PIP_x,left_PINKY_PIP_y,left_PINKY_PIP_z,left_PINKY_TIP_x,left_PINKY_TIP_y,left_PINKY_TIP_z,left_RING_FINGER_DIP_x,left_RING_FINGER_DIP_y,left_RING_FINGER_DIP_z,left_RING_FINGER_MCP_x,left_RING_FINGER_MCP_y,left_RING_FINGER_MCP_z,left_RING_FINGER_PIP_x,left_RING_FINGER_PIP_y,left_RING_FINGER_PIP_z,left_RING_FINGER_TIP_x,left_RING_FINGER_TIP_y,left_RING_FINGER_TIP_z,left_THUMB_CMC_x,left_THUMB_CMC_y,left_THUMB_CMC_z,left_THUMB_IP_x,left_THUMB_IP_y,left_THUMB_IP_z,left_THUMB_MCP_x,left_THUMB_MCP_y,left_THUMB_MCP_z,left_THUMB_TIP_x,left_THUMB_TIP_y,left_THUMB_TIP_z,left_WRIST_x,left_WRIST_y,left_WRIST_z,left_bounding_box_size,left_confidence,left_convex_hull_area,left_direction_changes,left_distance,left_duration,left_movement_direction,left_movement_label,left_speed,left_thumb_index_distance,left_thumb_index_middle_angle,left_velocity,right_INDEX_FINGER_DIP_x,right_INDEX_FINGER_DIP_y,right_INDEX_FINGER_DIP_z,right_INDEX_FINGER_MCP_x,right_INDEX_FINGER_MCP_y,right_INDEX_FINGER_MCP_z,right_INDEX_FINGER_PIP_x,right_INDEX_FINGER_PIP_y,right_INDEX_FINGER_PIP_z,right_INDEX_FINGER_TIP_x,right_INDEX_FINGER_TIP_y,right_INDEX_FINGER_TIP_z,right_MIDDLE_FINGER_DIP_x,right_MIDDLE_FINGER_DIP_y,right_MIDDLE_FINGER_DIP_z,right_MIDDLE_FINGER_MCP_x,right_MIDDLE_FINGER_MCP_y,right_MIDDLE_FINGER_MCP_z,right_MIDDLE_FINGER_PIP_x,right_MIDDLE_FINGER_PIP_y,right_MIDDLE_FINGER_PIP_z,right_MIDDLE_FINGER_TIP_x,right_MIDDLE_FINGER_TIP_y,right_MIDDLE_FINGER_TIP_z,right_PINKY_DIP_x,right_PINKY_DIP_y,right_PINKY_DIP_z,right_PINKY_MCP_x,right_PINKY_MCP_y,right_PINKY_MCP_z,right_PINKY_PIP_x,right_PINKY_PIP_y,right_PINKY_PIP_z,right_PINKY_TIP_x,right_PINKY_TIP_y,right_PINKY_TIP_z,right_RING_FINGER_DIP_x,right_RING_FINGER_DIP_y,right_RING_FINGER_DIP_z,right_RING_FINGER_MCP_x,right_RING_FINGER_MCP_y,right_RING_FINGER_MCP_z,right_RING_FINGER_PIP_x,right_RING_FINGER_PIP_y,right_RING_FINGER_PIP_z,right_RING_FINGER_TIP_x,right_RING_FINGER_TIP_y,right_RING_FINGER_TIP_z,right_THUMB_CMC_x,right_THUMB_CMC_y,right_THUMB_CMC_z,right_THUMB_IP_x,right_THUMB_IP_y,right_THUMB_IP_z,right_THUMB_MCP_x,right_THUMB_MCP_y,right_THUMB_MCP_z,right_THUMB_TIP_x,right_THUMB_TIP_y,right_THUMB_TIP_z,right_WRIST_x,right_WRIST_y,right_WRIST_z,right_bounding_box_size,right_confidence,right_convex_hull_area,right_direction_changes,right_distance,right_duration,right_movement_direction,right_movement_label,right_speed,right_thumb_index_distance,right_thumb_index_middle_angle,right_velocity
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.8,Not moving,slow,0.0,0.0,0.0,0.0,0.3171038031578064,0.3029889464378357,-0.09529664367437363,0.26336926221847534,0.5247692465782166,-0.03793667256832123,0.29737138748168945,0.3871196508407593,-0.06784090399742126,0.33347129821777344,0.22810882329940796,-0.11714252084493637,0.22668541967868805,0.24485790729522705,-0.10081444680690765,0.19874393939971924,0.505891740322113,-0.045275021344423294,0.2149926871061325,0.34711945056915283,-0.07203947007656097,0.23568643629550934,0.1609494388103485,-0.1237841546535492,0.013195693492889404,0.37034550309181213,-0.13204465806484222,0.0637698620557785,0.569800615310669,-0.07723815739154816,0.03227287530899048,0.45044946670532227,-0.11126061528921127,0.0021014511585235596,0.292917937040329,-0.1456977128982544,0.1510888636112213,0.27017736434936523,-0.11988308280706406,0.13248945772647858,0.5229347944259644,-0.05899864435195923,0.14114518463611603,0.36853039264678955,-0.08995067328214645,0.1614151895046234,0.1865854561328888,-0.1411687731742859,0.2348126471042633,0.8351810574531555,-0.04524480924010277,0.4163826107978821,0.7061437368392944,-0.08790286630392075,0.3354046940803528,0.756099283695221,-0.06723149120807648,0.4864644408226013,0.6897034645080566,-0.11057008802890778,0.12847191095352173,0.874075174331665,7.500201490984182e-07,0.3454117132634993,1.0,1.873901856278517,47,1.3464092579173486,2.8,Left,fast,0.4808604492561959,0.48633292233794284,142.8190838578148,1.517993667785276
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.833333333333333,Not moving,slow,0.0,0.0,0.0,0.0,0.31756791472435,0.3016389012336731,-0.10226087272167206,0.26080092787742615,0.5281757116317749,-0.04051206260919571,0.2972089648246765,0.388668417930603,-0.07277209311723709,0.3342382311820984,0.2234286367893219,-0.12498314678668976,0.22467893362045288,0.2468695044517517,-0.1037745326757431,0.1957218199968338,0.5084746479988098,-0.04699261114001274,0.2135716825723648,0.3485592007637024,-0.07512319833040237,0.23333200812339783,0.16151702404022217,-0.1263246387243271,0.009586244821548462,0.36652201414108276,-0.12652936577796936,0.06235097348690033,0.5667537450790405,-0.07698031514883041,0.029892176389694214,0.4480506479740143,-0.10922274738550186,-0.005135580897331238,0.2898939847946167,-0.1375638246536255,0.1489459127187729,0.2702016234397888,-0.11740589886903763,0.130576491355896,0.5226825475692749,-0.05952097475528717,0.1398160755634308,0.37028932571411133,-0.09030546247959137,0.15811342000961304,0.18524214625358582,-0.13660413026809692,0.23105239868164062,0.8392605781555176,-0.04672441631555557,0.41476884484291077,0.7076790928840637,-0.09519967436790466,0.332791268825531,0.7607417106628418,-0.07144881039857864,0.48547279834747314,0.6919687390327454,-0.12078814953565598,0.12481312453746796,0.8750004172325134,7.761436791042797e-07,0.3500409311521535,1.0,1.8889836885505633,48,1.3501832203527564,2.833333333333333,Not moving,fast,0.4765352542421494,0.49236096486004266,139.42039667552314,0.11321887306223707
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.8666666666666663,Not moving,slow,0.0,0.0,0.0,0.0,0.2904422879219055,0.31858596205711365,-0.07773139327764511,0.2283301055431366,0.5454192757606506,-0.027519721537828445,0.27162888646125793,0.40381115674972534,-0.05303104594349861,0.3054589629173279,0.2446218729019165,-0.09773567318916321,0.20077787339687347,0.25326910614967346,-0.08373609185218811,0.16145676374435425,0.5187718272209167,-0.034369096159935,0.18774175643920898,0.3579784035682678,-0.056158363819122314,0.20934316515922546,0.16820284724235535,-0.10567357391119003,-0.019841477274894714,0.39722275733947754,-0.11467880010604858,0.024156838655471802,0.5779774188995361,-0.06455782055854797,-0.001725897192955017,0.47258108854293823,-0.0953933447599411,-0.03345257043838501,0.3264763355255127,-0.12698645889759064,0.11925739794969559,0.27909570932388306,-0.10319314897060394,0.09349586069583893,0.532114565372467,-0.047330230474472046,0.10935994237661362,0.3785504698753357,-0.0739179477095604,0.1281397044658661,0.19392460584640503,-0.124515600502491,0.17978531122207642,0.8597058057785034,-0.04256650432944298,0.37888869643211365,0.7271537780761719,-0.0817495658993721,0.29054903984069824,0.7846173644065857,-0.06251977384090424,0.4577346444129944,0.7092113494873047,-0.1027071550488472,0.057993412017822266,0.8864006996154785,7.660862024749804e-07,0.3527696028193965,1.0,1.9139858942100016,49,1.4179684725807997,2.8666666666666663,Left,fast,0.49464016485376744,0.48893351343586156,146.63452251086608,2.033557566841297
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.8999999999999995,Not moving,slow,0.0,0.0,0.0,0.0,0.29009440541267395,0.3127421438694,-0.06529625505208969,0.2289084494113922,0.5406751036643982,-0.019536200910806656,0.2707814574241638,0.4000970721244812,-0.04249832406640053,0.30512362718582153,0.23906177282333374,-0.08400792628526688,0.2013929784297943,0.2523365318775177,-0.06856562197208405,0.16162215173244476,0.5126751661300659,-0.02585553377866745,0.18776535987854004,0.3533133864402771,-0.04447041451931,0.2103675901889801,0.17144203186035156,-0.08768391609191895,-0.0206986665725708,0.3902239203453064,-0.10228323936462402,0.02412232756614685,0.5686889290809631,-0.05622535198926926,-0.002413138747215271,0.4630242586135864,-0.0843658447265625,-0.034022778272628784,0.324430912733078,-0.11380158364772797,0.11800913512706757,0.27429965138435364,-0.08908312022686005,0.09341152757406235,0.524352490901947,-0.03872430697083473,0.10971308499574661,0.372094988822937,-0.06227824464440346,0.12600839138031006,0.19161301851272583,-0.10897679626941681,0.18145082890987396,0.8613283634185791,-0.04052628204226494,0.3786652088165283,0.7277469038963318,-0.07573283463716507,0.2894684970378876,0.7848391532897949,-0.0578581877052784,0.45830705761909485,0.7157092690467834,-0.095369353890419,0.061374083161354065,0.8829368948936462,7.4014923256982e-07,0.35029014915498635,1.0,1.9131887300754775,50,1.4228086048653241,2.8999999999999995,Not moving,fast,0.49062365685011183,0.5007864625293061,143.32858688172954,0.14520396853573442
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.9333333333333327,Not moving,slow,0.0,0.0,0.0,0.0,0.28250712156295776,0.3489280939102173,-0.03919994831085205,0.20960797369480133,0.5658602118492126,-0.001482939813286066,0.257659375667572,0.42845821380615234,-0.018187640234827995,0.30475351214408875,0.27875596284866333,-0.057104986160993576,0.2003720998764038,0.28554609417915344,-0.04567873477935791,0.14817529916763306,0.5384224057197571,-0.009283166378736496,0.18007217347621918,0.3852512240409851,-0.02160636894404888,0.21666434407234192,0.20125603675842285,-0.0659869909286499,-0.02954050898551941,0.4045771062374115,-0.08296627551317215,0.010217651724815369,0.5823920965194702,-0.04264828562736511,-0.015281736850738525,0.47946760058403015,-0.0658600702881813,-0.03977489471435547,0.335630863904953,-0.09489904344081879,0.11881077289581299,0.3058820068836212,-0.06914011389017105,0.082285575568676,0.5462777018547058,-0.023806225508451462,0.10200910270214081,0.4043150544166565,-0.04188412427902222,0.13535025715827942,0.2203051745891571,-0.09005966782569885,0.1506875902414322,0.8752147555351257,-0.03248114511370659,0.34862780570983887,0.7393943071365356,-0.05306607857346535,0.2594074010848999,0.7987830638885498,-0.041980672627687454,0.4240109324455261,0.7283036708831787,-0.06610013544559479,0.02551029622554779,0.8927781581878662,6.660736744379392e-07,0.32071815908651047,1.0,1.873295231014982,51,1.4599981420579684,2.9333333333333327,Left,fast,0.49772663933794387,0.4651842503854702,146.19836313745054,1.1156861157793274
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.966666666666667,Not moving,slow,0.0,0.0,0.0,0.0,0.2832499146461487,0.3443155884742737,-0.03776336833834648,0.21264398097991943,0.5625061392784119,-0.0005673585110343993,0.25772610306739807,0.4264855682849884,-0.017540544271469116,0.3049824833869934,0.2735939919948578,-0.05495858192443848,0.20243878662586212,0.28462064266204834,-0.0440862812101841,0.1505569964647293,0.5346488952636719,-0.010088309645652771,0.18159346282482147,0.38185957074165344,-0.022205794230103493,0.21861344575881958,0.20349428057670593,-0.062100548297166824,-0.020105645060539246,0.4000903069972992,-0.08387405425310135,0.013194561004638672,0.5790516138076782,-0.04630497470498085,-0.009865716099739075,0.4745047092437744,-0.06899727135896683,-0.026862457394599915,0.33291590213775635,-0.09385610371828079,0.1209712103009224,0.3065474033355713,-0.06799182295799255,0.08461237698793411,0.5423955321311951,-0.026036549359560013,0.10424365103244781,0.40175750851631165,-0.0440373457968235,0.13669665157794952,0.22511976957321167,-0.08615714311599731,0.15164077281951904,0.8797506093978882,-0.029733290895819664,0.3473423719406128,0.7456482648849487,-0.05022643133997917,0.2589160203933716,0.8023859858512878,-0.0386362187564373,0.4235619306564331,0.7376929521560669,-0.0636793002486229,0.026625171303749084,0.8924974203109741,6.965663033042802e-07,0.31034381758004814,1.0,1.8654428040910853,51,1.4611478203588493,2.966666666666667,Not moving,slow,0.4925217371996121,0.47908765488742366,143.396522262233,0.034490349026424734
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3.0,Not moving,slow,0.0,0.0,0.0,0.0,0.2511512339115143,0.3949650526046753,-0.05141332373023033,0.1659359186887741,0.5682581067085266,-0.002695556730031967,0.2167186737060547,0.4549327492713928,-0.02657649666070938,0.28467148542404175,0.3409523367881775,-0.07001473754644394,0.186385840177536,0.32778871059417725,-0.06153694540262222,0.1143237054347992,0.5499508380889893,-0.015274557285010815,0.15437673032283783,0.41456687450408936,-0.0362619012594223,0.2182328999042511,0.2528054714202881,-0.08144905418157578,0.023243188858032227,0.447631299495697,-0.08797483146190643,0.0009752213954925537,0.6063913106918335,-0.05484218895435333,0.00912041962146759,0.5101305842399597,-0.07828368991613388,0.03902618587017059,0.3932119905948639,-0.0942368134856224,0.1196603775024414,0.3889968991279602,-0.07689419388771057,0.059082984924316406,0.5661934614181519,-0.03325362130999565,0.08619804680347443,0.45101398229599,-0.05779838189482689,0.1535269170999527,0.3361147344112396,-0.08992333710193634,0.1063685193657875,0.8646339178085327,-0.022767331451177597,0.2764361798763275,0.7244713306427002,-0.041487760841846466,0.19967392086982727,0.7781538367271423,-0.030622068792581558,0.34293675422668457,0.7095192670822144,-0.05391264334321022,-0.001337781548500061,0.8947692513465881,5.512980010280444e-07,0.22101178231860974,1.0,1.6116434134093267,52,1.489202908105486,3.0,Left,fast,0.49640096936849537,0.3734912329529884,151.9770340653747,0.8416526323991026
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3.033333333333333,Not moving,slow,0.0,0.0,0.0,0.0,0.25414541363716125,0.398735910654068,-0.056601300835609436,0.16438594460487366,0.5705296397209167,-0.007228342350572348,0.21837714314460754,0.4625644385814667,-0.03187968581914902,0.2895429730415344,0.34467613697052,-0.0748191773891449,0.18799445033073425,0.32928580045700073,-0.062532939016819,0.11284135282039642,0.5489199161529541,-0.017684344202280045,0.15428771078586578,0.4165896773338318,-0.03851832076907158,0.22286058962345123,0.2573213577270508,-0.08082537353038788,0.00807914137840271,0.45378607511520386,-0.08897197991609573,-0.0043351054191589355,0.6035687327384949,-0.054479651153087616,-0.0016354620456695557,0.5151849985122681,-0.07821594923734665,0.021347254514694214,0.39758414030075073,-0.09567804634571075,0.11640222370624542,0.3855193257331848,-0.07817775756120682,0.05629361420869827,0.5630670189857483,-0.03410201892256737,0.08425360918045044,0.4498141407966614,-0.058618489652872086,0.15084023773670197,0.33121252059936523,-0.09127461910247803,0.10279469937086105,0.8668199181556702,-0.027366043999791145,0.269996702671051,0.7291971445083618,-0.04828447103500366,0.19544309377670288,0.7833252549171448,-0.036831002682447433,0.3380298614501953,0.7141104340553284,-0.06112498790025711,-0.0008024722337722778,0.8849344849586487,7.371598371719301e-07,0.21487274751141783,1.0,1.60337000604663,53,1.4990522322430997,3.033333333333333,Not moving,fast,0.4941930435966263,0.37285413908907855,150.12077165479272,0.2954797241284081
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3.0666666666666664,Not moving,slow,0.0,0.0,0.0,0.0,0.18071845173835754,0.4080013930797577,-0.08304369449615479,0.08513736724853516,0.5603703260421753,-0.019143523648381233,0.14434562623500824,0.46203359961509705,-0.05366218835115433,0.2180425524711609,0.3595085144042969,-0.10562781989574432,0.13748697936534882,0.35599803924560547,-0.11349353194236755,0.05099943280220032,0.5452961921691895,-0.04093139246106148,0.0985112190246582,0.42427775263786316,-0.07702697068452835,0.174712136387825,0.300843745470047,-0.14300741255283356,0.018602542579174042,0.5290371775627136,-0.1430332511663437,-0.03421388566493988,0.6003363132476807,-0.09070796519517899,-0.013367220759391785,0.543330729007721,-0.12460577487945557,0.04915987700223923,0.5248047709465027,-0.15723486244678497,0.07980967313051224,0.43379905819892883,-0.13236038386821747,0.00828889012336731,0.5597150921821594,-0.06532701104879379,0.044470809400081635,0.46223607659339905,-0.10382720082998276,0.11145727336406708,0.4176723062992096,-0.15316879749298096,0.01748964935541153,0.7906190156936646,-0.012811903841793537,0.17971406877040863,0.7031599283218384,-0.055454082787036896,0.10451512038707733,0.7334758639335632,-0.03143017366528511,0.23976552486419678,0.6744143962860107,-0.0817723348736763,-0.07329142093658447,0.8374968767166138,7.54031759697682e-07,0.168002990222476,1.0,1.3496277986009027,54,1.5856834873405743,3.0666666666666664,Up-Left,fast,0.5170707023936656,0.31655439680871067,147.49618506536663,2.5989376529242376
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3.0999999999999996,Not moving,slow,0.0,0.0,0.0,0.0,0.1823587715625763,0.41009682416915894,-0.06724856048822403,0.08638688176870346,0.5528401732444763,-0.016053128987550735,0.14870047569274902,0.4596216082572937,-0.043475862592458725,0.21679452061653137,0.3660098612308502,-0.08474769443273544,0.13552942872047424,0.35048478841781616,-0.09001674503087997,0.05222983658313751,0.5322294235229492,-0.029142629355192184,0.10200002044439316,0.41697508096694946,-0.05922519788146019,0.16897273063659668,0.2956400215625763,-0.11442305892705917,0.00723537802696228,0.49416583776474,-0.09401483088731766,-0.03370612859725952,0.5613040924072266,-0.06203705072402954,-0.01370646059513092,0.496375173330307,-0.08590400218963623,0.024143166840076447,0.5021177530288696,-0.09918644279241562,0.07289886474609375,0.44224828481674194,-0.0943828821182251,0.010147258639335632,0.5367814898490906,-0.04463295638561249,0.04720253124833107,0.4482837915420532,-0.07547155767679214,0.09373844414949417,0.45012757182121277,-0.10631567984819412,0.022606026381254196,0.7556904554367065,-0.018098339438438416,0.16532981395721436,0.6865120530128479,-0.05625458061695099,0.09508674591779709,0.7083168625831604,-0.03525933995842934,0.22433063387870789,0.6727662682533264,-0.07770965993404388,-0.05401184409856796,0.7954166531562805,7.835280371182307e-07,0.13910906607292772,1.0,1.2704436486794015,55,1.6319700652864606,3.0999999999999996,Up-Right,fast,0.5264419565440196,0.306929666506912,147.208145191533,1.388597338376589
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,unknown,unknown,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,unknown,unknown,0,0,0,0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,unknown,unknown,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,unknown,unknown,0,0,0,0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,unknown,unknown,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,unknown,unknown,0,0,0,0
